INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,Attribute,ID,SourceFile,Habitat
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175930_000.wav,5,08-13-24,0.749653000,17,08-13-24,0.249653000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,fcuR9k74YQRw2FGGEA8eLw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175940_000.wav,5,08-13-24,0.749769000,17,08-13-24,0.249769000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,aNTz9XUUg/zc4GznWqjupw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175940_000.wav,5,08-13-24,0.749769000,17,08-13-24,0.249769000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,aNTz9XUUg/zc4GznWqjupw==,MANUAL ID.2,VMI1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175950_000.wav,5,08-13-24,0.749884000,17,08-13-24,0.249884000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,I3+KRE7+cBAO/rs3tTtb4g==,MANUAL ID.1,MO1.B,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175945_000.wav,5,08-13-24,0.749826000,17,08-13-24,0.249826000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,OW73nqYws/xTH0yzfU9CZQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_175945_000.wav,5,08-13-24,0.749826000,17,08-13-24,0.249826000,5,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,OW73nqYws/xTH0yzfU9CZQ==,MANUAL ID.2,VMI1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180000_000.wav,5,08-13-24,0.75,18,08-13-24,0.25,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,HXZ1eBygH8TYQrICvBLMNw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180005_000.wav,5,08-13-24,0.75005800,18,08-13-24,0.25005800,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,nF9Hf3pFj7e+A7fCPPdpAg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180010_000.wav,5,08-13-24,0.750116000,18,08-13-24,0.250116000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ky98e+A7aaCHD27zdzQl9A==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180015_000.wav,5,08-13-24,0.750174000,18,08-13-24,0.250174000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,za/ypeI7YuOlz0ZPCED9yQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180025_000.wav,5,08-13-24,0.750289000,18,08-13-24,0.250289000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,QIHunUffQXUvNVwnD6ghcQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180030_000.wav,5,08-13-24,0.750347000,18,08-13-24,0.250347000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,BDOXR2ys7/KOUAbwV2k5jQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180020_000.wav,5,08-13-24,0.750231000,18,08-13-24,0.250231000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,K6A9uxV7euRA3V42c61J3w==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180035_000.wav,5,08-13-24,0.750405000,18,08-13-24,0.250405000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,xcwn6P8dvQAcjyMT7Ia6uw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180040_000.wav,5,08-13-24,0.750463000,18,08-13-24,0.250463000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DFiQ6sCr9dYgAEsxBrVw6g==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180045_000.wav,5,08-13-24,0.750521000,18,08-13-24,0.250521000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,OWDgQbRffWkpDSL2YsDT5w==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180220_000.wav,5,08-13-24,0.75162000,18,08-13-24,0.25162000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Ug77nPqFX0+6sy9KiVfz4w==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180215_000.wav,5,08-13-24,0.7515630,18,08-13-24,0.2515630,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2qVVb+Y1WsjqH7EpfaWYvQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180225_000.wav,5,08-13-24,0.751678000,18,08-13-24,0.251678000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,nDJzXmZKP63nsJsKMpJONQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180305_000.wav,5,08-13-24,0.752141000,18,08-13-24,0.252141000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,MfAsIvNS9fRsd357LAGErQ==,MANUAL ID.1,MAFU,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180305_000.wav,5,08-13-24,0.752141000,18,08-13-24,0.252141000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,MfAsIvNS9fRsd357LAGErQ==,MANUAL ID.2,VMI1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180310_000.wav,5,08-13-24,0.752199000,18,08-13-24,0.252199000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,sqG9Y7llQdu/2QUDfRgiEQ==,MANUAL ID.1,MAFU,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180335_000.wav,5,08-13-24,0.752488000,18,08-13-24,0.252488000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,mg72QqW6toBKVfa9vkn1tA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180615_000.wav,5,08-13-24,0.754340000,18,08-13-24,0.254340000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,rbWyVke10wWthL4J2A1rAw==,MANUAL ID.1,JURO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180600_000.wav,5,08-13-24,0.754167000,18,08-13-24,0.254167000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,cn1PyQ/K/x0xMLzXEFa0Mg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180635_000.wav,5,08-13-24,0.754572000,18,08-13-24,0.254572000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,FEEa+ljCsjTR4dSkB6GxPw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180725_000.wav,5,08-13-24,0.755150000,18,08-13-24,0.255150000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,P3X4QZPMBXjHwoC2GOBfJQ==,MANUAL ID.1,JURO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180720_000.wav,5,08-13-24,0.755093000,18,08-13-24,0.255093000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,a6CWCvKGusld36vZ0UXrsg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180730_000.wav,5,08-13-24,0.755208000,18,08-13-24,0.255208000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39Q3eufgNpaaWTbN80a6MA==,MANUAL ID.1,JURO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180730_000.wav,5,08-13-24,0.755208000,18,08-13-24,0.255208000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39Q3eufgNpaaWTbN80a6MA==,MANUAL ID.2,VMI1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180735_000.wav,5,08-13-24,0.755266000,18,08-13-24,0.255266000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Hf5KQ2YyVzANRGdIIM8OPg==,MANUAL ID.1,VMI1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180910_000.wav,5,08-13-24,0.756366000,18,08-13-24,0.256366000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6GNeCTL9IFcmaic/d3geVA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180905_000.wav,5,08-13-24,0.75630800,18,08-13-24,0.25630800,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SSMZjW/CJ7XpL8VpUx5hCA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180935_000.wav,5,08-13-24,0.756655000,18,08-13-24,0.256655000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,/kKG/sPNXS2JGXdNZa5ZsQ==,MANUAL ID.1,GLERO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_180940_000.wav,5,08-13-24,0.756713000,18,08-13-24,0.256713000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7TM9pHG923VIJ2nPTp0stw==,MANUAL ID.1,GLERO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181040_000.wav,5,08-13-24,0.757407000,18,08-13-24,0.257407000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0/bY1VVENT3HAaAMMSRRvg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181150_000.wav,5,08-13-24,0.758218000,18,08-13-24,0.258218000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Y1PPodii5GVZ9j0HLcEi7Q==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181035_000.wav,5,08-13-24,0.757350000,18,08-13-24,0.257350000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,14O3ntN9A+gIAi/Ratu0Sw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181225_000.wav,5,08-13-24,0.758623000,18,08-13-24,0.258623000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,l5WME3HBc0N1l6dlnS6pjg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181225_000.wav,5,08-13-24,0.758623000,18,08-13-24,0.258623000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,l5WME3HBc0N1l6dlnS6pjg==,MANUAL ID.2,MGOU,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181235_000.wav,5,08-13-24,0.758738000,18,08-13-24,0.258738000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,73h/vBq7DdKntJxI5+NcsA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181245_000.wav,5,08-13-24,0.758854000,18,08-13-24,0.258854000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,RjssSkf4ko5v2vtsoM9LMQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181245_000.wav,5,08-13-24,0.758854000,18,08-13-24,0.258854000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,RjssSkf4ko5v2vtsoM9LMQ==,MANUAL ID.2,MGOU,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181250_000.wav,5,08-13-24,0.758912000,18,08-13-24,0.258912000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,aV1KGy+rp1sdb6SRk6WyNg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181300_000.wav,5,08-13-24,0.759028000,18,08-13-24,0.259028000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ghNdJueBIvbQAJLCTkxooA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181315_000.wav,5,08-13-24,0.759201000,18,08-13-24,0.259201000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,GSTrnVYzRKvkNokV5rebZA==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181335_000.wav,5,08-13-24,0.75943300,18,08-13-24,0.25943300,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,xZibf0kr4aK1uni4OxDkTQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181320_000.wav,5,08-13-24,0.759259000,18,08-13-24,0.259259000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,ZZrAIbZ7lc2Dvj45NrE0FQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181340_000.wav,5,08-13-24,0.759491000,18,08-13-24,0.259491000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7oGT7gErN8YWdrrpfAJW+Q==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181350_000.wav,5,08-13-24,0.759606000,18,08-13-24,0.259606000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NVyssSBdAH08nJOjY7i5YQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181400_000.wav,5,08-13-24,0.759722000,18,08-13-24,0.259722000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,sW1Ads8zWySk8tY5k2wAZw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181415_000.wav,5,08-13-24,0.759896000,18,08-13-24,0.259896000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,xba6ETOeuD4upscU2qCDtw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181410_000.wav,5,08-13-24,0.759838000,18,08-13-24,0.259838000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,BkyTnlec4FD+Hj/mebWZwg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181420_000.wav,5,08-13-24,0.759954000,18,08-13-24,0.259954000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,F+WhjUw/udXPS+irsNTleQ==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181430_000.wav,5,08-13-24,0.760069000,18,08-13-24,0.260069000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,E4jTdE+7RjEtfl7Tphl3rg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181435_000.wav,5,08-13-24,0.760127000,18,08-13-24,0.260127000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,hx2PjKM4FQ8xfHXtQj/UzQ==,MANUAL ID.1,JURO,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181500_000.wav,5,08-13-24,0.760417000,18,08-13-24,0.260417000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,vmh94irHvPCRLLwcpLTeCg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181445_000.wav,5,08-13-24,0.760243000,18,08-13-24,0.260243000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Iz9noxqGmoO2uZI9S1XXLg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181515_000.wav,5,08-13-24,0.760590000,18,08-13-24,0.260590000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,pbWhSgo+ID7E8FGX/3xIkw==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
D:\Madagascar\MA1 - Agriculture - RR3 - 12-Aug-24\MA1_2\wav,NA,20240813_181520_000.wav,5,08-13-24,0.760648000,18,08-13-24,0.260648000,6,NA,NA,AudioMoth,245AAA0563FA4639,AudioMoth-Firmware-Basic (1.10.1),NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Cpj5wmEuNo//lm6vJ6l7xg==,MANUAL ID.1,MO1,meta_MA1_2_edited.csv.xlsx,AG
